x_center_mm,y_center_mm,entries,mean_adc_per_mev,standard_error
11.5,-17.5,2,79.44690751,0.2027509105
11.5,-16.5,1,89.34911646,0
11.5,-15.5,5,82.10995538,2.121934839
11.5,-14.5,3,81.80217809,1.210428318
11.5,-13.5,5,84.57589796,2.070202028
11.5,-12.5,2,85.68475792,0.4778347148
11.5,-11.5,4,84.1753004,2.139119783
11.5,-10.5,2,86.62738526,2.979500498
11.5,-9.5,2,88.56083967,1.134902405
11.5,-8.5,1,91.58399946,0
11.5,-7.5,6,86.71622392,1.607797267
11.5,-6.5,6,88.18028612,0.9517608996
11.5,-5.5,8,87.56603352,0.8613576565
11.5,-4.5,4,90.10139367,2.196649835
11.5,-3.5,4,90.85347014,2.412853547
11.5,-2.5,2,95.45925203,0.1039641832
11.5,-1.5,0,0,0
11.5,-0.5,1,95.68760779,0
11.5,0.5,3,91.81596761,2.234623004
11.5,1.5,4,89.64639395,0.8264608648
11.5,2.5,3,89.51042054,0.2653986541
11.5,3.5,2,93.60266996,1.336256347
11.5,4.5,2,96.04960514,0.9059715861
11.5,5.5,1,91.51057763,0
11.5,6.5,1,88.15096641,0
11.5,7.5,1,91.5057486,0
11.5,8.5,1,93.17189639,0
11.5,9.5,1,83.94056669,0
11.5,10.5,0,0,0
11.5,11.5,4,84.9712702,2.357051718
11.5,12.5,5,85.11906424,1.57935214
11.5,13.5,3,81.09076725,1.869274693
11.5,14.5,3,81.16335201,0.5527095119
11.5,15.5,5,79.91737219,2.626176775
11.5,16.5,2,82.31282694,0.3652121912
11.5,17.5,6,82.78670879,1.407989977
11.5,18.5,3,79.96967467,1.783069564
11.5,19.5,3,83.27641676,0.2949558676
12.5,-19.5,4,85.90979318,2.126145265
12.5,-18.5,1,74.86381917,0
12.5,-17.5,3,78.54357525,1.678680865
12.5,-16.5,5,81.10913769,2.104215615
12.5,-15.5,4,77.54531457,0.9186787442
12.5,-14.5,4,80.11510976,2.344407155
12.5,-13.5,6,82.73868513,1.42256325
12.5,-12.5,3,79.13176949,1.620593734
12.5,-11.5,2,86.25965966,0.7383257449
12.5,-10.5,2,82.18223694,2.604982832
12.5,-9.5,3,85.97812061,0.8193239485
12.5,-8.5,5,88.94600768,2.391190866
12.5,-7.5,4,86.13855376,1.853904417
12.5,-6.5,2,86.08925013,0.01592702517
12.5,-5.5,1,87.30598084,0
12.5,-4.5,3,91.01228259,2.753318448
12.5,-3.5,1,87.48768008,0
12.5,-2.5,2,89.57931797,0.001999910865
12.5,-1.5,2,91.01759611,1.889303416
12.5,-0.5,2,94.60201826,1.767374986
12.5,0.5,4,87.69330681,1.254836056
12.5,1.5,2,93.33848932,0.1314998584
12.5,2.5,3,90.45004506,1.82707891
12.5,3.5,2,91.4168236,2.14310426
12.5,4.5,3,85.99209719,2.321174826
12.5,5.5,2,89.14268948,0.4759912724
12.5,6.5,4,85.01832698,2.168241062
12.5,7.5,2,84.40425729,2.062595072
12.5,8.5,6,88.82418447,1.651004656
12.5,9.5,8,84.69092519,1.308597677
12.5,10.5,2,86.97025982,1.492339918
12.5,11.5,6,82.06090078,1.533801009
12.5,12.5,0,0,0
12.5,13.5,1,94.65752706,0
12.5,14.5,2,81.13310937,2.06286025
12.5,15.5,4,83.92211627,3.362731027
12.5,16.5,4,80.08547705,1.45349345
12.5,17.5,4,80.15536628,3.226643973
12.5,18.5,7,82.41424718,1.361276022
12.5,19.5,3,79.67421178,0.8813935925
13.5,-19.5,4,79.39060377,1.478224105
13.5,-18.5,0,0,0
13.5,-17.5,4,80.92025313,2.976860638
13.5,-16.5,3,82.70142641,3.247432796
13.5,-15.5,6,82.71219658,1.100126231
13.5,-14.5,4,80.9745925,1.126955192
13.5,-13.5,3,82.89255272,1.417922973
13.5,-12.5,5,81.05153972,1.630168412
13.5,-11.5,4,82.99757456,1.576504409
13.5,-10.5,5,81.81274159,1.672012422
13.5,-9.5,5,86.21859544,1.256955464
13.5,-8.5,2,88.72052383,2.573240824
13.5,-7.5,4,85.64208795,1.334494552
13.5,-6.5,2,87.4222132,3.013801529
13.5,-5.5,4,86.4990823,2.308774495
13.5,-4.5,8,87.29035749,1.352587548
13.5,-3.5,1,86.69891229,0
13.5,-2.5,1,95.36329524,0
13.5,-1.5,1,89.48752765,0
13.5,-0.5,3,87.89265744,0.7526075809
13.5,0.5,9,89.85477763,1.209408057
13.5,1.5,2,87.85819914,3.728283344
13.5,2.5,1,89.59126113,0
13.5,3.5,2,83.27673994,1.537482227
13.5,4.5,7,89.00401361,1.75594741
13.5,5.5,1,91.65550117,0
13.5,6.5,2,85.19393585,3.548510459
13.5,7.5,3,92.0466953,1.834759298
13.5,8.5,2,90.16772393,2.165733772
13.5,9.5,4,82.20258381,0.8513866589
13.5,10.5,4,84.27738347,0.7207624448
13.5,11.5,2,86.12205602,0.8587458897
13.5,12.5,6,83.89817937,0.9096924473
13.5,13.5,2,87.47973145,1.669476213
13.5,14.5,3,82.26904593,2.029615632
13.5,15.5,3,79.37475493,1.59764897
13.5,16.5,1,85.46913099,0
13.5,17.5,3,79.20421045,0.9846817669
13.5,18.5,5,80.17702558,1.636975111
13.5,19.5,0,0,0
14.5,-19.5,2,80.19687311,0.6529001629
14.5,-18.5,8,81.18170955,1.203982354
14.5,-17.5,4,80.94592275,1.213110753
14.5,-16.5,2,79.75981689,2.60578446
14.5,-15.5,5,85.80249261,1.958075446
14.5,-14.5,1,75.87206851,0
14.5,-13.5,2,83.94831637,3.19806805
14.5,-12.5,3,86.2746688,2.093263615
14.5,-11.5,4,86.29305113,1.626706133
14.5,-10.5,5,84.20671638,1.071101103
14.5,-9.5,5,82.63930867,1.69340206
14.5,-8.5,4,85.72037886,1.242217208
14.5,-7.5,3,86.962206,3.04073255
14.5,-6.5,3,84.24147583,2.742803787
14.5,-5.5,4,89.52328506,2.316802122
14.5,-4.5,6,87.78216158,1.651821504
14.5,-3.5,2,86.60525006,0.9345406687
14.5,-2.5,2,93.34397431,1.768187002
14.5,-1.5,2,90.59222404,1.383764821
14.5,-0.5,3,87.95243678,2.703153582
14.5,0.5,1,88.78634185,0
14.5,1.5,4,89.44927441,1.758258011
14.5,2.5,3,85.44004967,3.368092757
14.5,3.5,2,90.38040702,0.3728913231
14.5,4.5,2,91.11998492,0.09360581432
14.5,5.5,4,85.84121601,2.371615482
14.5,6.5,6,84.21914948,2.169845026
14.5,7.5,3,84.84892732,2.366413256
14.5,8.5,4,86.98818148,3.971266336
14.5,9.5,1,91.10360743,0
14.5,10.5,3,81.96246044,2.703012772
14.5,11.5,5,85.95905538,1.775955504
14.5,12.5,0,0,0
14.5,13.5,0,0,0
14.5,14.5,7,81.01384191,1.501734865
14.5,15.5,1,70.47552192,0
14.5,16.5,1,79.78167709,0
14.5,17.5,8,79.76444283,1.883789227
14.5,18.5,2,80.01523971,0.1585782434
14.5,19.5,4,80.82484845,1.834795354
15.5,-19.5,3,78.168863,0.9791053696
15.5,-18.5,4,80.01339805,1.392382855
15.5,-17.5,2,75.7309056,0.296657211
15.5,-16.5,2,83.17119757,1.04385884
15.5,-15.5,3,82.08994111,2.679269574
15.5,-14.5,3,78.99901756,1.419692752
15.5,-13.5,5,83.7120474,1.586209187
15.5,-12.5,2,85.70581919,1.153342213
15.5,-11.5,3,86.30237609,2.997559005
15.5,-10.5,4,85.10654843,2.33192684
15.5,-9.5,0,0,0
15.5,-8.5,1,88.96844202,0
15.5,-7.5,4,85.39663578,1.66165802
15.5,-6.5,3,87.39571171,3.119153785
15.5,-5.5,4,86.98452279,1.133591138
15.5,-4.5,5,86.55466655,1.67602166
15.5,-3.5,2,87.59398512,0.07118993059
15.5,-2.5,3,86.04011654,0.1380905886
15.5,-1.5,6,85.16238735,1.608079563
15.5,-0.5,1,88.43548372,0
15.5,0.5,4,83.97171958,2.319537545
15.5,1.5,2,85.83593557,2.270084725
15.5,2.5,2,88.50077047,2.822378189
15.5,3.5,3,88.389538,0.2664989178
15.5,4.5,4,83.39648403,0.819289815
15.5,5.5,0,0,0
15.5,6.5,3,85.57389264,2.346756704
15.5,7.5,5,82.74421557,1.23846972
15.5,8.5,3,83.19476336,0.8573809737
15.5,9.5,5,85.75982193,1.98801816
15.5,10.5,3,84.56619748,0.7973169104
15.5,11.5,2,88.2581882,1.511457746
15.5,12.5,1,82.385915,0
15.5,13.5,1,84.05936123,0
15.5,14.5,6,79.6761784,0.9880737483
15.5,15.5,1,76.32236735,0
15.5,16.5,0,0,0
15.5,17.5,3,78.37265092,0.97291532
15.5,18.5,5,80.9634385,1.759968404
15.5,19.5,3,79.4770563,3.183280934
16.5,-19.5,4,81.14656642,3.100824281
16.5,-18.5,5,79.4926523,2.137371993
16.5,-17.5,6,79.85867184,1.618395543
16.5,-16.5,2,82.63690476,0.976946646
16.5,-15.5,3,78.70003883,1.498992655
16.5,-14.5,5,78.23884873,1.745538786
16.5,-13.5,7,78.55803679,1.439198972
16.5,-12.5,5,78.94996016,2.25962347
16.5,-11.5,4,80.94219082,1.690747147
16.5,-10.5,3,83.31006615,2.692383634
16.5,-9.5,0,0,0
16.5,-8.5,0,0,0
16.5,-7.5,1,77.87939785,0
16.5,-6.5,1,82.56375183,0
16.5,-5.5,4,82.02391175,1.997100081
16.5,-4.5,6,86.56591865,1.587528503
16.5,-3.5,3,83.30882015,1.048515833
16.5,-2.5,5,83.25397724,1.281900243
16.5,-1.5,5,82.62425093,2.492437976
16.5,-0.5,3,88.60240597,1.444176292
16.5,0.5,5,89.47539787,2.913721944
16.5,1.5,6,83.10227454,1.355790916
16.5,2.5,6,85.18683962,0.7215173617
16.5,3.5,1,90.75252425,0
16.5,4.5,3,85.14666735,0.4587942825
16.5,5.5,3,84.34977394,0.614631902
16.5,6.5,2,84.35229354,0.6406732676
16.5,7.5,3,85.73894627,0.1775784015
16.5,8.5,5,82.43118892,1.922124057
16.5,9.5,7,79.57100429,2.374652479
16.5,10.5,4,78.79897463,1.260916472
16.5,11.5,0,0,0
16.5,12.5,3,82.38766459,1.724442124
16.5,13.5,2,80.47172166,1.909568707
16.5,14.5,7,81.50908699,0.7868385853
16.5,15.5,5,80.32974151,1.488930184
16.5,16.5,3,79.6817508,1.559077958
16.5,17.5,1,84.46806894,0
16.5,18.5,1,76.72610465,0
16.5,19.5,2,77.87226003,0.3362285573
17.5,-19.5,2,83.20398596,2.487687013
17.5,-18.5,2,83.38315311,2.572063464
17.5,-17.5,1,73.87197494,0
17.5,-16.5,5,80.12070067,1.367953369
17.5,-15.5,2,81.84201714,0.55557463
17.5,-14.5,2,83.8345221,1.228054216
17.5,-13.5,3,80.95830653,2.254413061
17.5,-12.5,5,82.49184068,1.204105109
17.5,-11.5,2,75.70920865,3.147713292
17.5,-10.5,5,85.87996505,1.613544049
17.5,-9.5,2,81.99065039,1.501689075
17.5,-8.5,6,83.52539656,1.138799253
17.5,-7.5,4,87.74659799,1.477435936
17.5,-6.5,0,0,0
17.5,-5.5,2,85.05867441,0.005158328551
17.5,-4.5,2,83.04759467,1.70391643
17.5,-3.5,2,83.8952882,1.657600181
17.5,-2.5,1,82.39715811,0
17.5,-1.5,2,85.31769207,2.902171854
17.5,-0.5,1,86.25830311,0
17.5,0.5,4,85.39174847,1.663982431
17.5,1.5,4,86.1654515,1.887037608
17.5,2.5,3,90.46159216,2.692650869
17.5,3.5,2,86.65931791,3.551123004
17.5,4.5,3,81.87174575,0.2628021147
17.5,5.5,4,87.68128205,0.8598595189
17.5,6.5,1,86.16146592,0
17.5,7.5,4,86.16193937,1.233154971
17.5,8.5,1,80.8645103,0
17.5,9.5,4,83.07686619,1.536513323
17.5,10.5,2,83.36342867,2.075110221
17.5,11.5,4,82.41414234,1.555021254
17.5,12.5,1,81.28103805,0
17.5,13.5,2,85.61714116,1.293977333
17.5,14.5,1,74.70270125,0
17.5,15.5,4,78.48658981,2.622434432
17.5,16.5,2,81.81269709,0.9657579298
17.5,17.5,5,79.41799727,1.585206653
17.5,18.5,1,74.04855044,0
17.5,19.5,2,77.79624104,0.6026697828
18.5,-19.5,4,78.78526487,1.542353563
18.5,-18.5,2,76.7210644,3.675476998
18.5,-17.5,3,77.30081763,2.421912021
18.5,-16.5,2,76.72859302,0.2966828333
18.5,-15.5,3,82.51654331,2.373290605
18.5,-14.5,1,80.64162685,0
18.5,-13.5,4,79.26790729,1.921025547
18.5,-12.5,3,80.28642019,1.599341801
18.5,-11.5,6,82.75900978,1.061482753
18.5,-10.5,4,80.77956938,1.72060154
18.5,-9.5,3,84.81787243,0.442461921
18.5,-8.5,3,85.8496334,1.328596028
18.5,-7.5,2,80.93958376,0.6406131988
18.5,-6.5,2,87.04571602,0.3299806544
18.5,-5.5,5,83.59077185,1.256647967
18.5,-4.5,6,86.06267067,0.812665019
18.5,-3.5,2,86.23789459,4.956621942
18.5,-2.5,3,85.07438484,2.986055656
18.5,-1.5,2,87.99399581,1.894928137
18.5,-0.5,2,85.02151002,4.293245199
18.5,0.5,4,83.56247696,1.817235839
18.5,1.5,2,87.86196969,2.025909073
18.5,2.5,4,86.64437504,1.330916436
18.5,3.5,0,0,0
18.5,4.5,5,84.53817327,0.5286261817
18.5,5.5,1,78.99189944,0
18.5,6.5,4,83.30347275,2.265084636
18.5,7.5,4,87.01982442,1.472297618
18.5,8.5,2,85.55395918,0.8189741761
18.5,9.5,0,0,0
18.5,10.5,1,79.95114081,0
18.5,11.5,4,80.94634595,1.186664621
18.5,12.5,4,78.5094592,1.834488549
18.5,13.5,4,78.30000258,1.902575685
18.5,14.5,4,81.92771747,1.530932963
18.5,15.5,6,78.30069581,2.444443781
18.5,16.5,4,78.75320818,1.037814317
18.5,17.5,3,74.99089085,0.8525694736
18.5,18.5,4,78.06437873,3.084331994
18.5,19.5,3,76.33951029,1.178884026
19.5,-19.5,3,73.32547877,1.128369929
19.5,-18.5,2,79.00401066,2.360451011
19.5,-17.5,3,73.75399765,1.351271305
19.5,-16.5,2,81.67089614,0.5793418151
19.5,-15.5,2,82.60830385,0.4569205333
19.5,-14.5,1,80.48370011,0
19.5,-13.5,4,84.13519311,1.812847772
19.5,-12.5,1,77.38965959,0
19.5,-11.5,6,81.87392345,1.665103035
19.5,-10.5,3,80.85619814,0.8022660866
19.5,-9.5,9,82.18718479,1.478719599
19.5,-8.5,1,85.50866974,0
19.5,-7.5,1,82.66128178,0
19.5,-6.5,2,80.5533673,4.528412693
19.5,-5.5,1,88.17560929,0
19.5,-4.5,1,88.33922134,0
19.5,-3.5,1,85.04014956,0
19.5,-2.5,2,87.69919107,1.428136937
19.5,-1.5,6,84.95137979,2.076205946
19.5,-0.5,4,88.06537325,1.511860959
19.5,0.5,2,86.45309437,2.067526522
19.5,1.5,5,83.57030506,2.22787582
19.5,2.5,5,83.08187203,2.044601854
19.5,3.5,8,85.39190673,0.8871726639
19.5,4.5,2,82.69925616,3.204173079
19.5,5.5,0,0,0
19.5,6.5,6,85.04456471,3.183798571
19.5,7.5,2,80.65662225,3.996839067
19.5,8.5,2,80.88430818,0.9513267349
19.5,9.5,3,85.18346418,1.559513513
19.5,10.5,1,87.93014274,0
19.5,11.5,1,79.19979426,0
19.5,12.5,1,83.12910191,0
19.5,13.5,4,80.01046654,1.436969568
19.5,14.5,1,80.99429799,0
19.5,15.5,2,79.08785868,2.943310465
19.5,16.5,3,80.46742094,1.687611483
19.5,17.5,2,81.08055308,2.15381881
19.5,18.5,5,77.37815145,2.312258964
19.5,19.5,2,83.36523509,4.556729386
